,Links,DateTimeScraped,DateScraped,Price,Featured
72,https://www.rightmove.co.uk/properties/128623772#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1000000,0
69,https://www.rightmove.co.uk/properties/126577715#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,400000,0
33,https://www.rightmove.co.uk/properties/128683592#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1100000,0
52,https://www.rightmove.co.uk/properties/128463824#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,599999,0
86,https://www.rightmove.co.uk/properties/127320998#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
105,https://www.rightmove.co.uk/properties/121559984#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,575000,0
135,https://www.rightmove.co.uk/properties/127983980#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1750000,0
64,https://www.rightmove.co.uk/properties/127376132#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,620000,0
24,https://www.rightmove.co.uk/properties/85623162#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,495000,0
124,https://www.rightmove.co.uk/properties/128703287#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,800000,0
17,https://www.rightmove.co.uk/properties/128718065#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,925000,0
120,https://www.rightmove.co.uk/properties/128704721#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1245000,0
48,https://www.rightmove.co.uk/properties/127026017#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1695000,0
150,https://www.rightmove.co.uk/properties/128364269#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,850000,0
149,https://www.rightmove.co.uk/properties/85928817#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,850000,0
6,https://www.rightmove.co.uk/properties/128764049#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,799999,0
104,https://www.rightmove.co.uk/properties/128617013#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,475000,0
108,https://www.rightmove.co.uk/properties/107238116#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,650000,0
95,https://www.rightmove.co.uk/properties/128667950#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,700000,0
76,https://www.rightmove.co.uk/properties/85949208#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
58,https://www.rightmove.co.uk/properties/127854206#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,599950,0
35,https://www.rightmove.co.uk/properties/128674982#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
36,https://www.rightmove.co.uk/properties/128673587#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1050000,0
88,https://www.rightmove.co.uk/properties/128580440#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
161,https://www.rightmove.co.uk/properties/126135725#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
100,https://www.rightmove.co.uk/properties/126725723#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,475000,0
77,https://www.rightmove.co.uk/properties/85943136#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,700000,0
156,https://www.rightmove.co.uk/properties/128583650#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1250000,0
157,https://www.rightmove.co.uk/properties/127958678#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,550000,0
49,https://www.rightmove.co.uk/properties/128624051#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,650000,0
62,https://www.rightmove.co.uk/properties/128722250#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
117,https://www.rightmove.co.uk/properties/96643354#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,665000,0
80,https://www.rightmove.co.uk/properties/124981340#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,950000,0
110,https://www.rightmove.co.uk/properties/125143148#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,625000,0
164,https://www.rightmove.co.uk/properties/122444741#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,725000,0
81,https://www.rightmove.co.uk/properties/122619953#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,575000,0
8,https://www.rightmove.co.uk/properties/128759561#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,975000,0
4,https://www.rightmove.co.uk/properties/128767550#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
13,https://www.rightmove.co.uk/properties/128395313#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1000000,0
147,https://www.rightmove.co.uk/properties/125913470#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,515000,0
138,https://www.rightmove.co.uk/properties/128662175#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1250000,0
148,https://www.rightmove.co.uk/properties/127080413#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,650000,0
152,https://www.rightmove.co.uk/properties/128600942#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,1600000,0
99,https://www.rightmove.co.uk/properties/127496750#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,475000,0
144,https://www.rightmove.co.uk/properties/128634974#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,725000,0
96,https://www.rightmove.co.uk/properties/128658596#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,900000,0
112,https://www.rightmove.co.uk/properties/126270983#/?channel=RES_BUY,2022-11-06 16:22:00,2022-11-06,750000,0
